,dates,desktop,mobile,both,total_users
3495,2016-03-19,900,7600,0,17
3496,2011-04-22,3900,6400,0,18
3497,2010-10-01,6600,3800,0,17
3498,2020-03-12,5600,6200,0,19
3499,2015-10-19,3000,6900,0,18
3500,2014-12-27,7100,3300,0,19
3501,2015-12-04,4800,3700,700,19
3502,2016-09-25,5300,5600,0,21
3503,2012-02-17,9700,3300,2500,23
3504,2022-01-20,3100,4100,0,14
3505,2021-03-28,6500,7800,0,24
3506,2021-09-26,2700,3700,700,12
3507,2010-08-11,5800,3300,0,18
3508,2010-10-11,2700,4500,0,11
3509,2013-05-24,6100,7800,0,23
3510,2010-07-08,5700,6900,0,24
3511,2022-07-21,5400,6100,0,20
3512,2012-10-13,2800,6000,1500,19
3513,2018-09-15,6200,5200,700,20
3514,2014-02-23,5500,6000,0,20
3515,2013-09-13,6100,5100,1500,18
3516,2022-09-16,3600,3200,0,18
3517,2015-12-22,7600,7200,2100,26
3518,2013-05-06,4500,7200,0,24
3519,2020-06-26,5300,6700,600,25
3520,2022-05-23,4200,2800,0,13
3521,2017-08-23,2000,4800,1000,12
3522,2018-03-13,5900,5900,500,20
3523,2018-11-12,900,6900,0,16
3524,2018-02-06,5400,5300,0,18
3525,2019-05-31,4600,6600,800,23
3526,2017-05-28,7600,5300,0,24
3527,2015-01-08,4700,5500,300,20
3528,2017-09-19,4600,5900,0,20
3529,2017-06-23,3700,5500,0,21
3530,2021-03-12,5000,4700,0,21
3531,2021-05-30,5300,8300,0,24
3532,2010-09-21,4500,6200,0,21
3533,2013-05-10,4500,5000,1000,20
3534,2011-02-21,6600,3300,0,18
3535,2012-01-29,7900,4800,2500,21
3536,2021-04-03,6200,6500,1400,17
3537,2012-07-09,6000,4900,500,22
3538,2011-01-11,4200,4800,500,15
3539,2010-01-08,7300,5200,1200,25
3540,2010-05-21,3300,5000,0,16
3541,2011-08-03,3400,2900,900,12
3542,2015-07-03,4200,3500,300,15
3543,2011-03-07,4500,4000,0,17
3544,2013-12-10,3500,5700,0,19
3545,2018-01-22,7700,5700,4100,22
3546,2016-09-15,4600,6500,800,20
3547,2011-08-17,7000,5400,1200,24
3548,2010-11-05,2900,5700,1300,17
3549,2016-09-06,3000,7500,0,21
3550,2022-09-26,7200,5500,2300,22
3551,2011-10-13,4000,10000,1000,25
3552,2019-03-15,6000,5700,1600,21
3553,2015-01-22,1600,3300,0,9
3554,2019-10-15,5600,6500,1600,19
3555,2021-06-01,4100,6700,800,20
3556,2018-03-26,5200,3900,0,20
3557,2019-02-05,4400,8900,0,25
3558,2014-05-01,12800,2600,0,24
3559,2011-07-18,4300,7700,800,21
3560,2013-05-05,5700,3600,1400,18
3561,2013-04-05,7500,4400,0,22
3562,2014-02-06,6900,7200,0,25
3563,2019-10-14,6100,3300,900,18
3564,2020-12-30,7600,8100,0,25
3565,2021-03-18,4400,11500,1900,28
3566,2017-10-06,5800,3700,0,15
3567,2015-07-14,5400,3600,1300,18
3568,2021-06-30,8200,7300,1400,28
3569,2011-07-05,5200,7600,0,22
3570,2012-09-30,4600,6500,0,22
3571,2011-12-08,2800,4600,0,13
3572,2016-10-21,3200,6500,0,18
3573,2013-03-04,6100,5700,400,21
3574,2017-12-27,6200,4000,0,21
3575,2016-06-17,4000,6700,0,18
3576,2011-04-17,4000,3700,0,17
3577,2020-02-12,4900,6100,0,20
3578,2015-12-16,6100,2700,0,16
3579,2019-01-04,4400,9200,1500,25
3580,2011-09-22,2900,5300,0,17
3581,2010-11-22,9700,3600,1600,21
3582,2017-12-23,5300,4300,0,23
3583,2016-07-05,6600,4800,0,20
3584,2022-04-24,5400,4000,0,15
3585,2016-10-07,4800,6200,0,23
3586,2020-09-18,7700,8800,0,27
3587,2022-06-03,5900,5600,1000,18
3588,2010-11-13,4800,7500,0,20
3589,2010-04-30,6400,4500,1100,19
3590,2018-12-06,4900,4700,0,18
3591,2020-10-18,8700,3100,900,21
3592,2019-07-26,3800,5200,0,21
3593,2018-12-29,6700,6100,1100,24
3594,2017-05-02,3200,6700,900,19
3595,2020-07-02,5600,2200,0,17
3596,2014-11-24,1900,7800,0,20
3597,2020-09-02,6600,5300,0,24
3598,2010-08-22,1400,5800,0,17
3599,2013-07-27,4600,4500,1400,15
3600,2015-03-29,2300,3700,0,13
3601,2019-12-10,3500,6200,1500,18
3602,2019-01-06,2000,7200,0,19
3603,2018-06-17,5100,6500,0,19
3604,2010-07-10,5100,4900,0,20
3605,2013-01-03,5400,7400,1100,27
3606,2014-10-24,9400,4800,900,28
3607,2020-01-13,3400,3100,900,12
3608,2015-04-13,8800,4400,0,26
3609,2011-11-27,3900,6300,0,18
3610,2010-10-20,3400,7300,0,23
3611,2019-01-09,4100,400,0,12
3612,2019-04-09,8900,3600,2800,19
3613,2012-08-26,3200,4800,0,16
3614,2016-08-08,6700,5300,0,23
3615,2010-05-05,3300,4800,0,15
3616,2018-05-02,6900,2400,0,17
3617,2010-07-31,4600,8300,0,25
3618,2017-12-08,2900,4200,0,18
3619,2010-02-04,3700,5000,0,18
3620,2020-08-22,3300,5900,400,18
3621,2014-10-05,1900,7900,0,22
3622,2014-05-04,5200,4500,1900,18
3623,2011-09-01,7000,3400,0,19
3624,2021-01-25,6600,6400,0,23
3625,2012-06-26,5900,5600,0,20
3626,2014-01-16,5200,7500,2300,23
3627,2013-09-23,6700,5800,1800,21
3628,2020-01-22,8300,6800,600,27
3629,2022-01-26,3500,7800,0,20
3630,2017-05-04,5000,8400,0,21
3631,2014-07-28,3200,5300,0,15
3632,2020-12-07,3400,4800,0,17
3633,2020-02-08,6700,8300,1900,27
3634,2020-02-18,3000,5000,0,18
3635,2012-05-14,5300,4200,1800,18
3636,2022-01-11,2700,4000,0,16
3637,2018-12-24,4000,5600,1200,14
3638,2010-03-30,5800,2800,0,18
3639,2015-01-24,3900,5900,0,19
3640,2012-06-29,6600,3400,0,19
3641,2022-02-01,4600,2000,0,16
3642,2018-05-21,3900,5400,0,22
3643,2012-07-05,4900,4600,0,16
3644,2013-12-07,5900,4900,0,22
3645,2020-02-02,7000,6500,1300,25
3646,2016-01-20,5300,1500,0,15
3647,2018-01-23,5000,5900,0,18
3648,2010-01-18,3000,9200,4000,19
3649,2015-06-29,5700,4000,0,21
3650,2017-08-09,3500,3800,1300,15
3651,2020-11-25,7200,5600,0,24
3652,2012-12-18,5800,4200,0,18
3653,2022-05-20,5600,11200,1200,29
3654,2018-05-08,3300,6200,0,19
3655,2012-03-26,3500,5600,2400,16
3656,2012-09-28,1800,3700,0,12
3657,2015-02-11,5400,4700,900,20
3658,2011-06-02,5700,3300,0,22
3659,2012-03-08,8300,3200,0,20
3660,2012-02-07,8300,2900,0,24
3661,2011-05-28,9200,3700,1100,24
3662,2017-09-30,1900,5200,0,14
3663,2016-06-19,7400,4600,300,21
3664,2013-09-06,8300,4600,0,27
3665,2022-01-27,3200,3200,1100,14
3666,2013-02-17,5700,4200,1900,19
3667,2020-01-20,4900,3300,0,14
3668,2015-01-21,2500,5300,0,16
3669,2022-12-16,4900,6300,0,21
3670,2018-05-29,4800,4900,1100,20
3671,2015-07-05,2900,2400,0,13
3672,2013-03-08,4800,6800,0,25
3673,2018-07-19,3100,7600,1100,21
3674,2014-10-11,7100,7200,2000,27
3675,2013-05-31,7300,4400,500,19
3676,2019-02-13,4900,2500,0,15
3677,2017-01-15,6600,3800,1400,19
3678,2017-09-24,3600,9300,1100,23
3679,2016-07-13,3800,6200,1500,16
3680,2012-03-06,7500,5200,500,20
3681,2018-09-23,3000,6400,400,19
3682,2018-03-22,4800,6800,0,22
3683,2018-04-19,7400,3200,0,21
3684,2021-04-12,7000,2400,0,19
3685,2016-11-23,5100,3300,0,18
3686,2010-07-04,3600,4100,0,17
3687,2019-05-19,4900,5200,900,19
3688,2018-03-19,5700,5200,0,20
3689,2014-12-02,3900,4500,500,20
3690,2017-04-18,6600,2200,0,19
3691,2018-11-13,4600,3300,0,22
3692,2019-08-25,4200,3600,900,17
3693,2013-09-28,5700,5500,0,20
3694,2020-02-22,3100,3300,0,14
3695,2016-03-22,3300,5700,0,14
3696,2013-01-22,5700,3400,0,18
3697,2016-11-18,5700,5900,0,23
3698,2010-12-19,2800,4300,1500,13
3699,2022-12-09,5800,5300,1200,19
3700,2010-12-17,6200,7500,1300,24
3701,2014-08-01,3400,8900,3600,21
3702,2010-03-16,7000,4400,0,21
3703,2014-06-05,6100,5000,0,21
3704,2012-12-12,4900,3300,0,18
3705,2021-03-02,6400,5000,0,19
3706,2011-12-03,5200,3400,1500,17
3707,2021-10-12,3700,1800,0,12
3708,2020-07-05,5700,3500,1100,22
3709,2018-09-09,3000,6100,700,18
3710,2014-12-15,4100,6400,0,17
3711,2013-10-27,3600,5400,2500,21
3712,2016-11-28,6100,4300,1100,20
3713,2010-03-03,4100,6000,0,19
3714,2021-04-23,4600,5800,1300,19
3715,2017-01-23,2000,10600,0,23
3716,2020-06-21,5000,6000,400,23
3717,2016-03-02,4500,2700,0,19
3718,2019-04-06,5900,3700,0,21
3719,2016-01-04,5000,5500,900,20
3720,2017-07-27,5600,7400,0,24
3721,2020-10-19,3400,3700,0,12
3722,2012-10-31,7200,4700,0,20
3723,2012-11-07,5200,4600,0,18
3724,2016-03-04,10100,4300,1200,25
3725,2015-05-23,4900,7200,0,23
3726,2021-12-19,5900,6500,400,20
3727,2011-10-11,6100,3400,1500,17
3728,2021-06-29,6300,3800,0,20
3729,2020-06-20,7100,1400,0,18
3730,2014-01-10,3600,3300,0,18
3731,2021-09-21,5100,4400,0,18
3732,2019-06-15,4800,1800,400,17
3733,2021-07-25,4100,3000,1100,10
3734,2022-06-21,7800,5000,1900,20
3735,2022-06-13,4600,5900,2300,21
3736,2013-02-23,3500,3300,0,13
3737,2017-01-19,3700,2700,0,13
3738,2014-01-07,4300,8500,0,26
3739,2016-04-18,5400,3800,0,18
3740,2013-11-18,6200,8000,2300,25
3741,2013-09-15,9000,4000,1200,22
3742,2016-12-26,6400,2800,0,14
3743,2014-11-04,8500,5700,0,27
3744,2016-10-24,3900,4800,0,16
3745,2020-01-11,2600,7500,0,16
3746,2019-02-18,5600,5500,0,20
3747,2019-02-01,4800,4900,0,21
3748,2017-06-25,5300,5300,1900,20
3749,2011-10-09,6600,6700,4600,20
3750,2015-12-17,5200,5200,1000,18
3751,2020-02-11,2500,6300,600,20
3752,2013-07-09,6700,7900,0,26
3753,2017-05-18,5400,6600,3000,21
3754,2019-05-06,3800,4700,0,18
3755,2012-11-17,1500,6900,0,16
3756,2022-11-17,3900,6900,0,22
3757,2014-09-04,5900,4900,600,20
3758,2019-10-12,5000,6000,0,19
3759,2021-12-23,3800,7100,0,22
3760,2022-06-17,2500,5800,0,19
3761,2016-10-11,7800,4200,0,24
3762,2013-06-25,2300,7100,0,21
3763,2013-01-01,5900,5000,0,22
3764,2017-11-22,4100,3500,0,14
3765,2016-12-21,3800,4800,0,20
3766,2017-11-21,2100,5600,0,18
3767,2022-07-17,5500,5400,0,22
3768,2014-03-05,9800,2100,0,27
3769,2014-01-25,4200,3000,0,16
3770,2020-02-03,2900,4500,0,18
3771,2010-04-03,3700,4000,0,17
3772,2018-07-27,7100,4800,2000,20
3773,2022-01-15,1700,4800,700,17
3774,2014-11-28,3600,9200,0,22
3775,2011-08-15,5400,4800,0,18
3776,2017-03-28,2200,7600,800,19
3777,2012-09-15,3400,4400,0,13
3778,2010-04-08,4900,4400,0,21
3779,2022-12-12,4400,4700,1200,19
3780,2016-01-08,4600,6000,0,23
3781,2018-05-16,5000,5700,1500,20
3782,2010-09-02,2700,4900,0,16
3783,2020-09-16,5300,5500,0,23
3784,2010-07-17,9400,4800,0,27
3785,2010-02-26,4700,6000,0,17
3786,2016-09-10,4800,3900,0,18
3787,2016-09-29,4500,5700,1200,20
3788,2016-11-20,5500,4600,600,18
3789,2012-12-15,9100,3700,0,22
3790,2022-02-11,4500,4300,900,19
3791,2012-12-21,5400,5500,1800,17
3792,2016-12-14,6700,7600,1500,23
3793,2017-09-02,6900,6500,0,25
3794,2018-12-14,8100,1400,0,15
3795,2011-06-27,4700,4200,2400,16
3796,2016-07-10,6400,6100,3700,18
3797,2021-06-10,5400,4000,1100,18
3798,2015-07-09,4800,6600,0,19
3799,2018-04-02,4600,4800,1600,17
3800,2012-08-07,6000,4300,0,20
3801,2013-08-10,2800,3800,0,15
3802,2011-10-19,5700,3700,900,18
3803,2017-11-14,5900,2900,1900,15
3804,2019-08-28,3700,3400,1000,19
3805,2019-12-01,6500,4400,0,20
3806,2013-06-11,5800,3500,0,18
3807,2017-04-27,3800,2700,0,16
3808,2014-09-20,3100,6400,0,19
3809,2015-02-18,3700,3600,0,15
3810,2021-08-14,3400,5300,1400,17
3811,2020-09-28,3900,8500,0,25
3812,2019-01-10,6500,8100,0,22
3813,2016-12-31,2700,3300,0,13
3814,2015-04-26,4700,4600,0,19
3815,2014-08-26,3800,5500,0,15
3816,2013-12-29,7900,4500,0,27
3817,2018-11-17,2200,3700,0,11
3818,2011-10-16,7500,3600,0,20
3819,2011-04-09,6500,6000,0,25
3820,2017-11-25,8000,7400,0,27
3821,2016-03-15,3500,2500,0,11
3822,2015-09-04,3400,3500,0,14
3823,2012-04-18,7900,4300,0,24
3824,2016-12-12,6600,5700,2700,20
3825,2017-07-26,7700,3700,500,21
3826,2021-10-05,3200,6600,0,18
3827,2013-06-01,5800,3900,1000,15
3828,2017-10-30,4900,5300,800,20
3829,2016-05-06,5900,4300,0,20
3830,2017-08-18,5600,7900,1200,25
3831,2010-03-24,4100,4500,600,17
3832,2021-12-25,5700,7300,800,26
3833,2012-03-02,5600,3200,0,18
3834,2016-01-07,6300,6800,1300,23
3835,2017-12-02,3900,2600,0,14
3836,2014-09-18,2100,5600,0,19
3837,2015-03-09,6700,4000,0,23
3838,2012-07-24,2400,7400,1000,22
3839,2021-01-06,5100,5800,0,20
3840,2011-11-24,5300,1100,0,13
3841,2010-12-03,6900,6100,1100,25
3842,2010-08-23,5500,6700,2100,26
3843,2016-11-17,3300,2600,1100,9
3844,2010-01-07,9900,7900,0,31
3845,2010-08-26,6700,3500,0,19
3846,2018-08-02,7800,5600,800,23
3847,2015-12-07,5900,8400,0,26
3848,2016-07-17,5100,3400,0,19
3849,2013-02-15,5800,4600,0,21
3850,2016-10-23,5500,6500,0,22
3851,2017-05-30,4700,3400,0,14
3852,2017-04-28,8400,4000,1400,21
3853,2016-08-14,4900,5500,900,19
3854,2017-05-01,2800,7200,0,19
3855,2014-11-16,2800,6400,1700,18
3856,2012-06-09,7200,4000,0,23
3857,2015-08-07,5300,2600,1400,17
3858,2018-02-07,5600,10500,0,30
3859,2020-08-25,7900,5900,0,26
3860,2014-04-19,3300,2400,0,12
3861,2013-10-16,6300,2600,0,21
3862,2010-03-11,5200,6000,1000,21
3863,2010-07-20,5200,4000,0,21
3864,2017-06-18,4700,5200,0,18
3865,2017-06-01,7200,4000,1100,17
3866,2019-10-21,4400,4600,0,15
3867,2015-05-03,4200,6100,1200,18
3868,2016-02-12,6100,5900,1300,22
3869,2011-11-20,3200,4000,0,15
3870,2014-10-17,8100,7900,1200,25
3871,2020-06-29,3800,4600,0,18
3872,2012-06-07,4700,8000,0,20
3873,2016-03-09,3300,3700,800,15
3874,2010-07-01,5900,5800,1000,22
3875,2022-01-24,6300,1500,0,13
3876,2019-10-01,6700,1200,900,15
3877,2019-03-31,7100,4100,1800,16
3878,2021-03-13,3700,2900,0,13
3879,2012-06-13,5600,7000,1800,20
3880,2014-12-22,3500,4800,1000,15
3881,2013-06-05,4000,5600,400,18
3882,2014-12-30,6100,4800,800,21
3883,2016-02-04,2500,4000,0,14
3884,2013-01-05,3600,5600,1100,22
3885,2014-02-21,7500,3300,0,19
3886,2017-04-30,5300,6600,2700,21
3887,2014-05-14,6500,2300,0,15
3888,2017-07-31,3100,4000,900,13
3889,2012-01-08,8400,4300,1100,21
3890,2010-09-26,8700,10600,0,28
3891,2017-03-06,1600,8000,0,17
3892,2019-08-21,5200,3000,0,17
3893,2010-01-12,4900,5500,1200,17
3894,2020-11-27,5900,6400,900,26
3895,2018-04-18,5800,7500,2300,20
3896,2011-02-18,4600,4000,0,16
3897,2021-09-14,4000,4600,0,21
3898,2012-06-19,4500,6200,0,21
3899,2012-08-19,4800,4100,500,18
3900,2014-08-28,7200,4900,0,21
3901,2015-01-30,6500,6100,1100,25
3902,2018-05-15,8200,4800,0,24
3903,2010-10-31,7500,5500,0,25
3904,2013-04-06,4000,4100,0,19
3905,2019-03-28,5000,8600,0,25
3906,2012-04-10,2800,4400,0,16
3907,2013-01-11,5200,4200,0,18
3908,2014-09-17,4700,2600,0,16
3909,2022-10-04,4600,6600,0,21
3910,2017-07-06,5700,4600,0,18
3911,2010-12-07,1500,5600,0,13
3912,2020-08-08,4600,5000,600,22
3913,2010-06-02,6600,6100,1200,21
3914,2012-06-15,5500,4100,0,14
3915,2010-03-09,4900,6500,0,23
3916,2019-05-18,8100,7000,0,27
3917,2010-11-18,6900,5800,1300,21
3918,2021-07-09,5300,6800,800,24
3919,2012-02-27,3400,7300,0,18
3920,2019-10-16,3700,2900,0,16
3921,2016-01-06,9400,6100,500,25
3922,2012-07-04,6100,3100,400,18
3923,2021-01-17,3100,2500,500,12
3924,2014-07-29,8700,3400,0,18
3925,2010-05-28,6400,4500,1200,27
3926,2011-08-05,3500,5300,1500,16
3927,2018-05-07,5500,8400,1300,21
3928,2021-09-04,4800,3900,0,18
3929,2022-02-02,8700,3500,800,22
3930,2022-09-06,6400,4400,1600,18
3931,2012-01-10,3100,5600,0,18
3932,2020-09-24,6600,5300,0,24
3933,2017-08-08,5200,2200,0,14
3934,2012-11-05,4000,5000,700,22
3935,2010-07-12,5500,3700,1200,19
3936,2013-04-29,5500,7800,600,24
3937,2018-06-19,7500,3000,0,22
3938,2011-04-16,6900,5000,300,25
3939,2020-03-01,4000,4000,2100,18
3940,2014-06-14,3800,4100,0,15
3941,2019-05-24,12400,4900,1200,30
3942,2019-07-01,4900,2800,800,17
3943,2017-10-13,3900,5300,0,17
3944,2014-05-24,1500,5300,0,14
3945,2011-07-03,3800,7700,0,20
3946,2016-12-20,5100,4300,0,19
3947,2022-03-11,8300,7200,0,29
3948,2019-08-31,6000,4800,0,21
3949,2010-07-28,6300,8700,2200,23
3950,2013-04-10,4500,3100,600,17
3951,2010-06-16,4800,5000,700,18
3952,2013-05-25,6900,3200,0,21
3953,2015-04-12,5700,4700,0,21
3954,2017-10-08,7900,6800,0,27
3955,2010-04-27,2500,5000,0,14
3956,2014-05-16,7500,6400,1300,22
3957,2018-08-27,5500,5600,2800,21
3958,2022-04-17,4100,4700,0,18
3959,2012-10-21,3600,7400,400,25
3960,2013-02-09,6400,6200,400,23
3961,2015-05-04,4700,5300,0,22
3962,2017-12-29,4800,4800,0,19
3963,2022-07-18,7100,7800,0,25
3964,2021-01-31,2400,3700,0,15
3965,2017-05-05,4400,2200,0,15
3966,2016-08-18,5400,5100,0,19
3967,2014-01-30,4000,6900,600,17
3968,2019-09-22,3800,5900,0,18
3969,2010-01-27,5200,5200,600,19
3970,2016-11-04,9300,4600,0,25
3971,2022-09-30,2600,4500,0,16
3972,2011-04-30,5400,3900,0,17
3973,2022-10-16,8800,5000,1200,24
3974,2015-06-24,1700,4700,0,17
3975,2017-02-03,7700,2200,0,20
3976,2010-12-15,2600,4800,0,16
3977,2019-02-23,5100,5000,1100,17
3978,2013-08-12,5600,7900,1500,20
3979,2012-06-02,6300,5800,500,22
3980,2022-12-25,3600,5500,0,15
3981,2020-08-16,1700,4000,1500,12
3982,2022-02-12,5700,4500,0,21
3983,2017-10-02,3400,3100,400,16
3984,2021-06-12,4400,6900,600,21
3985,2021-10-15,5100,2600,1100,15
3986,2021-08-08,7200,7600,800,24
3987,2020-08-01,3600,7100,0,20
3988,2010-06-24,5200,9300,1000,23
3989,2014-03-16,4400,3700,0,17
3990,2017-09-18,2500,5400,900,15
3991,2010-03-12,4600,6100,0,21
3992,2010-12-29,5700,1600,0,14
3993,2012-12-25,5800,2500,1100,14
3994,2013-05-27,2200,4800,1400,12
3995,2017-01-26,7200,5200,0,19
3996,2017-03-13,3200,3200,0,15
3997,2017-02-08,5400,6300,0,25
3998,2021-05-19,5300,3300,0,16
3999,2018-08-21,4500,6300,800,22
4000,2016-01-01,11500,5000,0,28
4001,2020-08-15,4900,6000,1500,18
4002,2019-06-21,3300,7300,0,19
4003,2013-11-30,4500,4700,0,19
4004,2021-12-22,5200,4200,0,21
4005,2010-02-16,4600,1800,0,15
4006,2013-04-26,3500,5200,0,15
4007,2020-12-12,3600,7900,900,22
4008,2011-12-29,5400,6200,0,23
4009,2017-10-01,2600,7500,1500,20
4010,2018-09-04,4900,4500,0,18
4011,2013-07-11,7600,3500,0,20
4012,2014-08-20,3200,4700,0,14
4013,2020-12-25,2800,7900,0,20
4014,2016-10-02,6100,6500,2300,22
4015,2019-01-16,5900,4300,0,18
4016,2020-03-19,7200,5600,0,21
4017,2014-10-06,5800,4300,0,21
4018,2018-10-25,4900,5300,0,17
4019,2012-07-02,7800,4400,600,19
4020,2022-02-18,4300,6800,0,24
4021,2012-05-11,4700,6700,2400,21
4022,2017-08-01,5200,9800,2500,22
4023,2012-11-12,6100,6300,0,22
4024,2014-06-01,5400,2900,0,17
4025,2011-12-05,6100,6700,0,27
4026,2021-10-06,5500,7500,1500,24
4027,2011-10-18,7300,5300,0,20
4028,2022-12-08,4600,7100,0,21
4029,2020-03-03,5600,8100,0,22
4030,2011-01-30,5200,9300,0,26
4031,2017-07-17,3600,5400,0,17
4032,2013-11-23,9900,6800,200,28
4033,2012-11-08,3700,4700,600,15
4034,2015-05-06,5800,8300,0,27
4035,2013-08-04,2700,2700,0,11
4036,2022-06-29,6100,7400,0,22
4037,2021-11-26,3700,3400,0,12
4038,2010-11-30,3600,9600,0,24
4039,2012-02-10,3900,8800,2300,21
4040,2014-06-02,5900,4000,500,20
4041,2015-08-18,7600,5700,0,22
4042,2010-04-10,6000,5200,0,23
4043,2019-02-07,8600,3800,0,26
4044,2014-06-11,2800,2600,0,11
4045,2019-04-21,8300,5900,1700,25
4046,2020-01-29,3300,2300,0,14
4047,2015-11-27,5900,4400,0,18
4048,2010-10-27,500,6800,0,14
4049,2011-10-17,5100,4100,500,19
4050,2014-07-21,2800,3100,0,14
4051,2020-06-12,3200,4300,900,14
4052,2018-10-05,4300,6000,0,23
4053,2021-04-01,5100,3000,0,17
4054,2010-05-24,3300,4600,0,16
4055,2011-06-20,2300,5600,0,15
4056,2016-07-16,5300,3800,2700,16
4057,2020-02-04,3300,4400,0,16
4058,2014-05-17,4400,7300,700,23
4059,2011-03-12,2700,5000,0,15
4060,2016-07-21,2400,4600,0,15
4061,2017-11-15,6800,6600,3400,22
4062,2010-08-03,3800,6300,0,17
4063,2022-07-16,4100,3900,1000,14
4064,2011-04-04,5400,3500,0,16
4065,2013-03-03,4000,5400,3200,16
4066,2016-02-28,4400,6900,0,21
4067,2010-08-25,5500,2900,1100,14
4068,2022-01-31,7400,6000,0,26
4069,2021-07-03,5900,2600,0,16
4070,2020-12-11,3100,4700,1300,15
4071,2020-11-12,4700,5300,300,18
4072,2021-12-31,3900,4900,0,17
4073,2018-06-25,7500,4100,0,23
4074,2011-07-10,3100,7300,0,17
4075,2012-11-24,1800,3600,0,10
4076,2018-02-25,800,6100,0,13
4077,2016-01-25,4700,5300,600,20
4078,2017-05-29,9500,8300,900,29
4079,2016-06-24,7500,3400,0,21
4080,2021-02-25,3900,4200,0,16
4081,2022-01-13,3800,4300,0,15
4082,2014-08-03,10000,3300,2300,25
4083,2010-07-05,5600,6400,1100,19
4084,2012-06-23,3600,3100,0,16
4085,2010-10-16,6600,5100,1100,19
4086,2018-03-25,3400,3700,0,16
4087,2022-06-22,6400,5100,0,20
4088,2017-09-12,2300,5800,700,19
4089,2019-04-26,3200,6500,1500,19
4090,2013-03-02,5000,6000,800,20
4091,2020-04-08,4500,7000,900,20
4092,2016-02-09,5900,7200,1600,28
4093,2015-02-17,4400,5000,1900,18
4094,2010-09-18,4100,5500,0,23
4095,2013-08-13,8200,2200,0,17
4096,2017-06-22,3800,3900,0,17
4097,2016-07-27,1800,5800,500,13
4098,2019-02-03,4300,6000,0,19
4099,2021-04-20,4800,5900,2800,19
4100,2012-07-28,3800,4200,0,14
4101,2020-11-18,3900,4300,700,16
4102,2013-10-22,9600,3500,0,24
4103,2022-05-01,7000,4000,0,21
4104,2016-10-10,600,2900,0,11
4105,2014-05-07,5700,4000,1000,15
4106,2022-06-09,6900,4400,0,25
4107,2015-12-12,5300,5800,0,18
4108,2012-05-20,4200,2600,0,15
4109,2011-07-12,7000,7300,1600,28
4110,2019-12-18,2400,4400,1500,13
4111,2014-12-04,2600,6100,0,15
4112,2010-12-20,6600,5700,2900,21
4113,2016-08-24,3500,5800,0,18
4114,2014-06-25,5300,3700,1400,17
4115,2015-04-30,6100,3400,1800,19
4116,2020-07-24,7000,2300,0,19
4117,2016-01-17,5700,4500,0,19
4118,2015-03-15,4400,4100,0,17
4119,2011-12-24,4900,2500,0,13
4120,2017-06-17,3600,4900,0,16
4121,2022-10-06,3700,4400,0,16
4122,2020-11-06,1700,3600,0,11
4123,2013-12-31,2400,7100,1000,19
4124,2021-07-26,5400,5400,0,20
4125,2022-01-29,3900,6000,0,17
4126,2010-12-18,5600,4900,800,16
4127,2020-01-25,6000,3800,600,22
4128,2017-06-13,3000,3600,500,16
4129,2020-08-02,6900,8400,3400,21
4130,2010-05-10,2200,3300,0,14
4131,2022-10-13,5900,3100,0,17
4132,2014-08-18,7100,6900,900,29
4133,2010-05-17,3000,6100,0,19
4134,2018-06-21,2900,4600,0,16
4135,2013-04-14,2200,2800,0,13
4136,2015-04-27,5400,4200,0,18
4137,2016-05-30,6900,6600,1200,24
4138,2013-10-08,4300,4900,0,20
4139,2021-08-30,4900,4100,0,17
4140,2011-02-02,4500,7800,1100,22
4141,2013-10-30,10500,3500,0,24
4142,2015-12-13,5200,4900,0,18
4143,2014-07-22,6200,3300,0,19
4144,2011-05-24,3600,3200,0,13
4145,2010-07-02,7700,3900,0,21
4146,2013-04-04,7600,2300,0,20
4147,2012-05-28,5900,4500,0,19
4148,2014-05-26,5800,5200,0,18
4149,2017-06-28,1400,8200,0,18
4150,2016-04-04,5100,7000,0,20
4151,2018-08-13,3700,3700,1400,12
4152,2021-07-07,6200,4700,0,24
4153,2018-03-24,6800,2000,0,15
4154,2017-05-15,7700,4700,0,22
4155,2010-12-16,5500,3900,0,22
4156,2014-02-04,6300,9400,0,26
4157,2011-02-01,3900,5400,600,20
4158,2018-04-05,4600,2900,0,16
4159,2021-07-20,4100,3100,0,11
4160,2020-11-16,5600,2400,0,17
4161,2015-03-12,6200,3800,1900,18
4162,2022-02-26,3600,4400,0,16
4163,2019-04-28,3400,6600,0,19
4164,2014-03-04,2200,5400,0,17
4165,2014-09-21,4100,4800,800,17
4166,2019-06-02,3700,4200,0,17
4167,2011-09-14,3200,7200,0,18
4168,2016-08-09,3800,6200,0,20
4169,2012-03-12,700,1700,0,8
4170,2022-08-22,4800,7100,1300,20
4171,2017-03-07,2200,6000,0,17
4172,2018-05-27,5300,5600,800,24
4173,2010-07-09,6700,4600,0,18
4174,2011-01-31,2200,5300,0,14
4175,2021-07-04,7800,4500,0,20
4176,2016-02-14,5100,4300,0,19
4177,2016-11-06,7800,7100,1000,21
4178,2013-12-09,6600,6600,1400,21
4179,2017-10-21,3800,8300,0,24
4180,2016-03-01,4200,6800,800,19
4181,2011-03-06,6200,5700,400,21
4182,2017-10-15,7300,8500,0,27
4183,2015-02-14,3300,4600,1000,17
4184,2011-05-08,4000,8200,0,22
4185,2018-04-17,5000,300,0,9
